,比赛日期,主队,比分,客队
505,2004-11-13 23:00,富勒姆,1-4,切尔西
506,2004-11-13 23:00,查尔顿,4-0,诺维奇
507,2004-11-13 23:00,博尔顿,1-2,维拉
508,2004-11-13 20:00,热刺,4-5,阿森纳
509,2004-11-13 20:00,南安普,2-1,朴茨茅
510,2004-11-23 04:00,维拉,1-0,热刺
511,2004-11-22 00:05,布莱克本,3-3,伯明翰
512,2004-11-21 01:15,朴茨茅,1-3,曼城
513,2004-11-20 23:30,切尔西,2-2,博尔顿
514,2004-11-20 23:00,诺维奇,2-1,南安普
515,2004-11-20 23:00,米德尔,2-0,利物浦
516,2004-11-20 23:00,埃弗顿,1-0,富勒姆
517,2004-11-20 23:00,水晶宫,0-2,纽卡斯
518,2004-11-20 23:00,阿森纳,1-1,西布罗姆
519,2004-11-20 20:45,曼联,2-0,查尔顿
520,2004-11-29 00:05,利物浦,2-1,阿森纳
521,2004-11-28 23:00,热刺,2-0,米德尔
522,2004-11-28 22:00,纽卡斯,1-1,埃弗顿
523,2004-11-28 01:15,曼城,2-0,维拉
524,2004-11-27 23:00,西布罗姆,0-3,曼联
525,2004-11-27 23:00,南安普,2-2,水晶宫
526,2004-11-27 23:00,查尔顿,0-4,切尔西
527,2004-11-27 23:00,博尔顿,0-1,朴茨茅
528,2004-11-27 23:00,伯明翰,1-1,诺维奇
529,2004-11-27 20:45,富勒姆,0-2,布莱克本
530,2004-12-07 04:00,米德尔,3-2,曼城
531,2004-12-06 00:05,水晶宫,0-1,查尔顿
532,2004-12-05 01:15,布莱克本,0-1,热刺
533,2004-12-04 23:00,朴茨茅,3-2,西布罗姆
534,2004-12-04 23:00,诺维奇,0-1,富勒姆
535,2004-12-04 23:00,曼联,3-0,南安普
536,2004-12-04 23:00,埃弗顿,3-2,博尔顿
537,2004-12-04 23:00,维拉,1-1,利物浦
538,2004-12-04 23:00,阿森纳,3-0,伯明翰
539,2004-12-04 20:45,切尔西,4-0,纽卡斯
540,2004-12-14 04:00,富勒姆,1-1,曼联
541,2004-12-13 00:05,阿森纳,2-2,切尔西
542,2004-12-12 21:00,维拉,1-2,伯明翰
543,2004-12-11 23:00,西布罗姆,0-1,查尔顿
544,2004-12-11 23:00,南安普,2-2,米德尔
545,2004-12-11 23:00,诺维奇,3-2,博尔顿
546,2004-12-11 23:00,纽卡斯,1-1,朴茨茅
547,2004-12-11 23:00,曼城,0-1,热刺
548,2004-12-11 23:00,水晶宫,0-0,布莱克本
549,2004-12-11 20:45,埃弗顿,1-0,利物浦
550,2004-12-21 04:00,查尔顿,2-1,富勒姆
551,2004-12-20 00:05,朴茨茅,0-1,阿森纳
552,2004-12-19 21:30,利物浦,3-1,纽卡斯
553,2004-12-19 01:15,曼联,5-2,水晶宫
554,2004-12-18 23:00,热刺,5-1,南安普
555,2004-12-18 23:00,米德尔,3-0,维拉
556,2004-12-18 23:00,切尔西,4-0,诺维奇
557,2004-12-18 23:00,博尔顿,0-1,曼城
558,2004-12-18 23:00,布莱克本,0-0,埃弗顿
559,2004-12-18 20:00,伯明翰,4-0,西布罗姆
560,2004-12-27 02:00,西布罗姆,0-5,利物浦
561,2004-12-26 23:30,伯明翰,2-0,米德尔
562,2004-12-26 23:00,诺维奇,0-2,热刺
563,2004-12-26 23:00,曼联,2-0,博尔顿
564,2004-12-26 23:00,埃弗顿,2-1,曼城
565,2004-12-26 23:00,布莱克本,2-2,纽卡斯
566,2004-12-26 21:40,水晶宫,0-1,朴茨茅
567,2004-12-26 21:00,切尔西,1-0,维拉
568,2004-12-26 21:00,阿森纳,2-0,富勒姆
569,2004-12-26 20:30,南安普,0-0,查尔顿
570,2004-12-30 04:00,纽卡斯,0-1,阿森纳
571,2004-12-29 04:00,维拉,0-1,曼联
572,2004-12-29 00:30,利物浦,1-0,南安普
573,2004-12-28 23:00,热刺,1-1,水晶宫
574,2004-12-28 23:00,朴茨茅,0-2,切尔西
575,2004-12-28 23:00,米德尔,2-0,诺维奇
576,2004-12-28 23:00,曼城,1-1,西布罗姆
577,2004-12-28 23:00,富勒姆,2-3,伯明翰
578,2004-12-28 23:00,查尔顿,2-0,埃弗顿
579,2004-12-28 23:00,博尔顿,0-1,布莱克本
580,2005-01-02 01:30,米德尔,0-2,曼联
581,2005-01-01 23:05,查尔顿,1-3,阿森纳
582,2005-01-01 23:00,热刺,5-2,埃弗顿
583,2005-01-01 23:00,朴茨茅,1-1,诺维奇
584,2005-01-01 23:00,纽卡斯,2-1,伯明翰
585,2005-01-01 23:00,曼城,2-1,南安普
586,2005-01-01 23:00,博尔顿,1-1,西布罗姆
587,2005-01-01 23:00,维拉,1-0,布莱克本
588,2005-01-01 22:00,富勒姆,3-1,水晶宫
589,2005-01-01 20:45,利物浦,0-1,切尔西
590,2005-01-06 04:00,南安普,3-3,富勒姆
591,2005-01-05 04:00,曼联,0-0,热刺
592,2005-01-05 04:00,埃弗顿,2-1,朴茨茅
593,2005-01-05 03:50,切尔西,2-0,米德尔
594,2005-01-05 03:50,伯明翰,1-2,博尔顿
595,2005-01-05 03:50,阿森纳,1-1,曼城
596,2005-01-04 04:00,西布罗姆,0-0,纽卡斯
597,2005-01-03 23:00,水晶宫,2-0,维拉
598,2005-01-03 23:00,布莱克本,1-0,查尔顿
599,2005-01-03 20:45,诺维奇,1-2,利物浦
600,2005-01-17 00:05,富勒姆,1-0,西布罗姆
601,2005-01-16 22:00,米德尔,1-1,埃弗顿
602,2005-01-16 01:15,博尔顿,1-0,阿森纳
603,2005-01-15 23:00,热刺,0-2,切尔西
604,2005-01-15 23:00,朴茨茅,0-1,布莱克本
605,2005-01-15 23:00,纽卡斯,2-1,南安普
606,2005-01-15 23:00,曼城,3-1,水晶宫
607,2005-01-15 23:00,查尔顿,3-1,伯明翰
608,2005-01-15 23:00,维拉,3-0,诺维奇
609,2005-01-15 20:30,利物浦,0-1,曼联
610,2005-01-25 04:00,布莱克本,0-1,博尔顿
611,2005-01-24 00:05,阿森纳,1-0,纽卡斯
612,2005-01-23 01:15,西布罗姆,2-0,曼城
613,2005-01-22 23:00,诺维奇,4-4,米德尔
614,2005-01-22 23:00,曼联,3-1,维拉
615,2005-01-22 23:00,埃弗顿,0-1,查尔顿
616,2005-01-22 23:00,水晶宫,3-0,热刺
617,2005-01-22 23:00,切尔西,3-0,朴茨茅
618,2005-01-22 23:00,伯明翰,1-2,富勒姆
619,2005-01-22 20:48,南安普,2-0,利物浦
620,2005-02-03 04:00,埃弗顿,1-0,诺维奇
621,2005-02-03 04:00,布莱克本,0-1,切尔西
622,2005-02-03 03:45,曼城,1-1,纽卡斯
623,2005-02-03 03:45,富勒姆,1-1,维拉
624,2005-02-03 03:45,伯明翰,2-1,南安普
625,2005-02-02 04:00,查尔顿,1-2,利物浦
626,2005-02-02 04:00,博尔顿,3-1,热刺
627,2005-02-02 04:00,阿森纳,2-4,曼联
628,2005-02-02 03:45,西布罗姆,2-2,水晶宫
629,2005-02-02 03:45,朴茨茅,2-1,米德尔
630,2005-02-07 00:05,切尔西,0-0,曼城
631,2005-02-06 22:00,南安普,2-2,埃弗顿
632,2005-02-06 01:15,维拉,1-3,阿森纳
633,2005-02-05 23:00,热刺,3-1,朴茨茅
634,2005-02-05 23:00,诺维奇,3-2,西布罗姆
635,2005-02-05 23:00,纽卡斯,1-1,查尔顿
636,2005-02-05 23:00,米德尔,1-0,布莱克本
637,2005-02-05 23:00,曼联,2-0,伯明翰
638,2005-02-05 23:00,利物浦,3-1,富勒姆
639,2005-02-05 20:45,水晶宫,0-1,博尔顿
640,2005-05-05 02:45,富勒姆,1-3,纽卡斯
641,2005-03-17 04:00,查尔顿,2-0,热刺
642,2005-02-23 03:45,西布罗姆,0-0,南安普
643,2005-02-15 04:00,阿森纳,5-1,水晶宫
644,2005-02-13 21:00,曼城,0-2,曼联
645,2005-02-13 01:15,博尔顿,0-0,米德尔
646,2005-02-12 23:00,朴茨茅,1-2,维拉
647,2005-02-12 23:00,布莱克本,3-0,诺维奇
648,2005-02-12 23:00,伯明翰,2-0,利物浦
649,2005-02-12 20:45,埃弗顿,0-1,切尔西
650,2005-03-17 04:00,利物浦,0-0,布莱克本
651,2005-03-16 03:45,切尔西,1-0,西布罗姆
652,2005-03-01 04:00,诺维奇,2-3,曼城
653,2005-02-27 23:00,米德尔,2-2,查尔顿
654,2005-02-27 21:00,纽卡斯,2-1,博尔顿
655,2005-02-27 01:15,曼联,2-1,朴茨茅
656,2005-02-26 23:00,热刺,2-0,富勒姆
657,2005-02-26 23:00,水晶宫,2-0,伯明翰
658,2005-02-26 23:00,维拉,1-3,埃弗顿
659,2005-02-26 20:45,南安普,1-1,阿森纳
660,2005-03-08 04:00,曼城,0-1,博尔顿
661,2005-03-07 00:05,埃弗顿,0-1,布莱克本
662,2005-03-06 20:00,西布罗姆,2-0,伯明翰
663,2005-03-06 01:15,诺维奇,1-3,切尔西
664,2005-03-05 23:00,南安普,1-0,热刺
665,2005-03-05 23:00,纽卡斯,1-0,利物浦
666,2005-03-05 23:00,富勒姆,0-0,查尔顿
667,2005-03-05 23:00,水晶宫,0-0,曼联
668,2005-03-05 23:00,阿森纳,3-0,朴茨茅
669,2005-03-05 20:45,维拉,2-0,米德尔
670,2005-03-21 00:05,利物浦,2-1,埃弗顿
671,2005-03-20 23:00,米德尔,1-3,南安普
672,2005-03-20 20:00,伯明翰,2-0,维拉
673,2005-03-20 01:15,博尔顿,1-0,诺维奇
674,2005-03-19 23:00,热刺,2-1,曼城
675,2005-03-19 23:00,朴茨茅,1-1,纽卡斯
676,2005-03-19 23:00,曼联,1-0,富勒姆
677,2005-03-19 23:00,切尔西,4-1,水晶宫
678,2005-03-19 23:00,查尔顿,1-4,西布罗姆
679,2005-03-19 20:45,布莱克本,0-1,阿森纳
680,2005-04-03 23:05,西布罗姆,1-0,埃弗顿
681,2005-04-03 20:30,富勒姆,3-1,朴茨茅
682,2005-04-03 00:15,南安普,1-3,切尔西
683,2005-04-02 22:00,纽卡斯,0-3,维拉
684,2005-04-02 22:00,曼联,0-0,布莱克本
685,2005-04-02 22:00,利物浦,1-0,博尔顿
686,2005-04-02 22:00,水晶宫,0-1,米德尔
687,2005-04-02 22:00,伯明翰,1-1,热刺
688,2005-04-02 22:00,阿森纳,4-1,诺维奇
689,2005-04-02 19:45,查尔顿,2-2,曼城
690,2005-04-10 23:05,热刺,1-0,纽卡斯
691,2005-04-10 22:00,埃弗顿,4-0,水晶宫
692,2005-04-10 19:00,维拉,1-1,西布罗姆
693,2005-04-10 00:15,诺维奇,2-0,曼联
694,2005-04-09 22:00,朴茨茅,4-2,查尔顿
695,2005-04-09 22:00,米德尔,0-1,阿森纳
696,2005-04-09 22:00,曼城,1-0,利物浦
697,2005-04-09 22:00,切尔西,1-1,伯明翰
698,2005-04-09 22:00,博尔顿,3-1,富勒姆
699,2005-04-09 22:00,布莱克本,3-0,南安普
700,2005-05-12 03:00,阿森纳,7-0,埃弗顿
701,2005-05-11 03:00,曼联,1-3,切尔西
702,2005-04-28 02:45,纽卡斯,0-0,米德尔
703,2005-04-27 02:45,西布罗姆,1-1,布莱克本
704,2005-04-17 00:15,伯明翰,0-0,朴茨茅
705,2005-04-16 22:00,南安普,2-3,维拉
706,2005-04-16 22:00,利物浦,2-2,热刺
707,2005-04-16 22:00,富勒姆,1-1,曼城
708,2005-04-16 22:00,水晶宫,3-3,诺维奇
709,2005-04-16 22:00,查尔顿,1-2,博尔顿
710,2005-04-21 03:00,埃弗顿,1-0,曼联
711,2005-04-21 03:00,切尔西,0-0,阿森纳
712,2005-04-21 03:00,布莱克本,1-0,水晶宫
713,2005-04-21 02:45,热刺,1-1,西布罗姆
714,2005-04-21 02:45,曼城,3-0,伯明翰
715,2005-04-21 02:45,维拉,0-0,查尔顿
716,2005-04-21 02:45,朴茨茅,1-2,利物浦
717,2005-04-21 02:45,诺维奇,2-1,纽卡斯
718,2005-04-20 03:00,米德尔,1-1,富勒姆
719,2005-04-20 03:00,博尔顿,1-1,南安普
720,2005-04-26 03:00,阿森纳,1-0,热刺
721,2005-04-24 23:05,曼联,2-1,纽卡斯
722,2005-04-24 19:00,朴茨茅,4-1,南安普
723,2005-04-23 22:00,诺维奇,1-0,查尔顿
724,2005-04-23 22:00,米德尔,4-0,西布罗姆
725,2005-04-23 22:00,水晶宫,1-0,利物浦
726,2005-04-23 22:00,布莱克本,0-0,曼城
727,2005-04-23 22:00,维拉,1-1,博尔顿
728,2005-04-23 19:45,切尔西,3-1,富勒姆
729,2005-04-23 19:30,埃弗顿,1-1,伯明翰
730,2005-05-03 03:00,西布罗姆,0-2,阿森纳
731,2005-05-01 23:05,查尔顿,0-4,曼联
732,2005-05-01 20:00,热刺,5-1,维拉
733,2005-05-01 00:15,博尔顿,0-2,切尔西
734,2005-04-30 22:00,南安普,4-3,诺维奇
735,2005-04-30 22:00,纽卡斯,0-0,水晶宫
736,2005-04-30 22:00,曼城,2-0,朴茨茅
737,2005-04-30 22:00,利物浦,1-1,米德尔
738,2005-04-30 22:00,富勒姆,2-0,埃弗顿
739,2005-04-30 22:00,伯明翰,2-1,布莱克本
740,2005-05-08 23:05,阿森纳,3-1,利物浦
741,2005-05-08 00:15,曼联,1-1,西布罗姆
742,2005-05-07 22:00,朴茨茅,1-1,博尔顿
743,2005-05-07 22:00,诺维奇,1-0,伯明翰
744,2005-05-07 22:00,米德尔,1-0,热刺
745,2005-05-07 22:00,埃弗顿,2-0,纽卡斯
746,2005-05-07 22:00,水晶宫,2-2,南安普
747,2005-05-07 22:00,布莱克本,1-3,富勒姆
748,2005-05-07 22:00,维拉,1-2,曼城
749,2005-05-07 19:30,切尔西,1-0,查尔顿
750,2005-05-15 22:00,伯明翰,2-1,阿森纳
751,2005-05-15 22:00,热刺,0-0,布莱克本
752,2005-05-15 22:00,南安普,1-2,曼联
753,2005-05-15 22:00,纽卡斯,1-1,切尔西
754,2005-05-15 22:00,曼城,1-1,米德尔
755,2005-05-15 22:00,利物浦,2-1,维拉
756,2005-05-15 22:00,富勒姆,6-0,诺维奇
757,2005-05-15 22:00,查尔顿,2-2,水晶宫
758,2005-05-15 22:00,博尔顿,3-2,埃弗顿
759,2005-05-15 22:00,西布罗姆,2-0,朴茨茅
760,2005-08-14 23:00,维冈,0-1,切尔西
761,2005-08-14 20:30,阿森纳,2-0,纽卡斯
762,2005-08-14 00:15,米德尔,0-0,利物浦
763,2005-08-13 22:00,西汉姆,3-1,布莱克本
764,2005-08-13 22:00,桑德兰,1-3,查尔顿
765,2005-08-13 22:00,朴茨茅,0-2,热刺
766,2005-08-13 22:00,曼城,0-0,西布罗姆
767,2005-08-13 22:00,富勒姆,0-0,伯明翰
768,2005-08-13 22:00,维拉,2-2,博尔顿
769,2005-08-13 19:45,埃弗顿,0-2,曼联
770,2005-08-21 23:00,切尔西,1-0,阿森纳
771,2005-08-21 20:30,博尔顿,0-1,埃弗顿
772,2005-08-21 00:15,伯明翰,1-2,曼城
773,2005-08-20 22:18,利物浦,1-0,桑德兰
774,2005-08-20 22:00,西布罗姆,2-1,朴茨茅
775,2005-08-20 22:00,热刺,2-0,米德尔
776,2005-08-20 22:00,纽卡斯,0-0,西汉姆
777,2005-08-20 22:00,查尔顿,1-0,维冈
778,2005-08-20 22:00,布莱克本,2-1,富勒姆
779,2005-08-20 19:45,曼联,1-0,维拉
780,2006-02-09 04:00,查尔顿,2-0,利物浦
781,2005-12-15 04:00,曼联,4-0,维冈
782,2005-12-15 04:00,埃弗顿,1-2,西汉姆
783,2005-08-25 03:00,博尔顿,2-0,纽卡斯
784,2005-08-25 03:00,布莱克本,0-0,热刺
785,2005-08-25 02:45,切尔西,4-0,西布罗姆
786,2005-08-25 02:45,阿森纳,4-1,富勒姆
787,2005-08-24 02:45,桑德兰,1-2,曼城
788,2005-08-24 02:45,朴茨茅,1-1,维拉
789,2005-08-24 02:45,伯明翰,0-3,米德尔
790,2006-02-15 04:00,利物浦,1-0,阿森纳
791,2005-08-28 23:00,纽卡斯,0-2,曼联
792,2005-08-28 20:30,米德尔,0-3,查尔顿
793,2005-08-27 22:00,维冈,1-0,桑德兰
794,2005-08-27 22:00,西汉姆,1-2,博尔顿
795,2005-08-27 22:00,热刺,0-2,切尔西
796,2005-08-27 22:00,曼城,2-1,朴茨茅
797,2005-08-27 22:00,富勒姆,1-0,埃弗顿
798,2005-08-27 22:00,维拉,1-0,布莱克本
799,2005-08-27 19:15,西布罗姆,2-3,伯明翰
800,2005-09-13 03:00,西汉姆,4-0,维拉
801,2005-09-11 23:00,博尔顿,0-0,布莱克本
802,2005-09-11 00:15,米德尔,2-1,阿森纳
803,2005-09-10 22:00,西布罗姆,1-2,维冈
804,2005-09-10 22:00,热刺,0-0,利物浦
805,2005-09-10 22:00,纽卡斯,1-1,富勒姆
806,2005-09-10 22:00,曼联,1-1,曼城
807,2005-09-10 22:00,埃弗顿,0-1,朴茨茅
808,2005-09-10 22:00,切尔西,2-0,桑德兰
809,2005-09-10 22:00,伯明翰,0-1,查尔顿
810,2005-09-20 03:00,阿森纳,2-0,埃弗顿
811,2005-09-18 23:00,曼城,0-1,博尔顿
812,2005-09-18 22:00,维冈,1-1,米德尔
813,2005-09-18 21:00,布莱克本,0-3,纽卡斯
814,2005-09-18 19:00,利物浦,0-0,曼联
815,2005-09-18 00:15,维拉,1-1,热刺
816,2005-09-17 22:00,桑德兰,1-1,西布罗姆
817,2005-09-17 22:00,朴茨茅,1-1,伯明翰
818,2005-09-17 22:00,富勒姆,1-2,西汉姆
819,2005-09-17 22:00,查尔顿,0-2,切尔西
820,2005-09-27 03:00,热刺,1-0,富勒姆
821,2005-09-25 23:00,米德尔,0-2,桑德兰
822,2005-09-25 00:15,博尔顿,1-0,朴茨茅
823,2005-09-24 22:00,西汉姆,0-0,阿森纳
824,2005-09-24 22:00,西布罗姆,1-2,查尔顿
825,2005-09-24 22:00,纽卡斯,1-0,曼城
826,2005-09-24 22:00,曼联,1-2,布莱克本
827,2005-09-24 22:00,埃弗顿,0-1,维冈
828,2005-09-24 22:00,切尔西,2-1,维拉
829,2005-09-24 19:45,伯明翰,2-2,利物浦
830,2005-10-02 23:00,利物浦,1-4,切尔西
831,2005-10-02 21:00,维拉,2-3,米德尔
832,2005-10-02 20:30,阿森纳,1-0,伯明翰
833,2005-10-02 20:00,维冈,2-1,博尔顿
834,2005-10-02 18:15,曼城,2-0,埃弗顿
835,2005-10-02 00:15,桑德兰,1-1,西汉姆
836,2005-10-01 22:00,朴茨茅,0-0,纽卡斯
837,2005-10-01 22:00,富勒姆,2-3,曼联
838,2005-10-01 22:00,查尔顿,2-3,热刺
839,2005-10-01 22:00,布莱克本,2-0,西布罗姆
840,2005-10-18 03:00,查尔顿,1-1,富勒姆
841,2005-10-16 23:00,曼城,2-1,西汉姆
842,2005-10-16 19:00,伯明翰,0-1,维拉
843,2005-10-16 00:15,米德尔,1-1,朴茨茅
844,2005-10-15 22:00,西布罗姆,2-1,阿森纳
845,2005-10-15 22:00,热刺,2-0,埃弗顿
846,2005-10-15 22:00,桑德兰,1-3,曼联
847,2005-10-15 22:00,利物浦,1-0,布莱克本
848,2005-10-15 22:00,切尔西,5-1,博尔顿
849,2005-10-15 19:45,维冈,1-0,纽卡斯
850,2005-10-23 23:00,埃弗顿,1-1,切尔西
851,2005-10-23 22:00,西汉姆,2-1,米德尔
852,2005-10-23 22:00,博尔顿,2-0,西布罗姆
853,2005-10-23 20:30,纽卡斯,3-2,桑德兰
854,2005-10-23 00:15,朴茨茅,1-2,查尔顿
855,2005-10-22 22:00,曼联,1-1,热刺
856,2005-10-22 22:00,富勒姆,2-0,利物浦
857,2005-10-22 22:00,维拉,0-2,维冈
858,2005-10-22 22:00,阿森纳,1-0,曼城
859,2005-10-22 19:45,布莱克本,2-0,伯明翰
860,2005-11-01 04:00,曼城,3-1,维拉
861,2005-10-30 23:59,西布罗姆,0-3,纽卡斯
862,2005-10-30 00:15,米德尔,4-1,曼联
863,2005-10-29 22:00,桑德兰,1-4,朴茨茅
864,2005-10-29 22:00,利物浦,2-0,西汉姆
865,2005-10-29 22:00,切尔西,4-2,布莱克本
866,2005-10-29 22:00,查尔顿,0-1,博尔顿
867,2005-10-29 22:00,伯明翰,0-1,埃弗顿
868,2005-10-29 20:00,热刺,1-1,阿森纳
869,2005-10-29 19:45,维冈,1-0,富勒姆
870,2005-11-08 04:00,博尔顿,1-0,热刺
871,2005-11-06 23:59,曼联,1-0,切尔西
872,2005-11-06 22:00,埃弗顿,1-0,米德尔
873,2005-11-06 01:15,朴茨茅,0-2,维冈
874,2005-11-05 23:00,西汉姆,1-0,西布罗姆
875,2005-11-05 23:00,纽卡斯,1-0,伯明翰
876,2005-11-05 23:00,富勒姆,2-1,曼城
877,2005-11-05 23:00,布莱克本,4-1,查尔顿
878,2005-11-05 23:00,阿森纳,3-1,桑德兰
879,2005-11-05 20:45,维拉,0-2,利物浦
880,2006-04-05 02:45,伯明翰,1-0,博尔顿
881,2005-11-20 23:59,米德尔,3-2,富勒姆
882,2005-11-20 21:00,热刺,1-1,西汉姆
883,2005-11-20 01:15,西布罗姆,4-0,埃弗顿
884,2005-11-19 23:00,桑德兰,1-3,维拉
885,2005-11-19 23:00,曼城,0-0,布莱克本
886,2005-11-19 23:00,利物浦,3-0,朴茨茅
887,2005-11-19 23:00,切尔西,3-0,纽卡斯
888,2005-11-19 23:00,查尔顿,1-3,曼联
889,2005-11-19 20:45,维冈,2-3,阿森纳
890,2005-11-27 23:59,西汉姆,1-2,曼联
891,2005-11-27 23:00,米德尔,2-2,西布罗姆
892,2005-11-27 22:00,富勒姆,2-1,博尔顿
893,2005-11-27 21:30,埃弗顿,1-0,纽卡斯
894,2005-11-27 01:15,朴茨茅,0-2,切尔西
895,2005-11-26 23:00,维冈,1-2,热刺
896,2005-11-26 23:00,桑德兰,0-1,伯明翰
897,2005-11-26 23:00,曼城,0-1,利物浦
898,2005-11-26 23:00,维拉,1-0,查尔顿
899,2005-11-26 23:00,阿森纳,3-0,布莱克本
900,2005-12-06 04:00,伯明翰,1-2,西汉姆
901,2005-12-04 23:59,查尔顿,2-5,曼城
902,2005-12-04 01:15,曼联,3-0,朴茨茅
903,2005-12-03 23:00,西布罗姆,0-0,富勒姆
904,2005-12-03 23:00,热刺,3-2,桑德兰
905,2005-12-03 23:00,纽卡斯,1-1,维拉
906,2005-12-03 23:00,切尔西,1-0,米德尔
907,2005-12-03 23:00,博尔顿,2-0,阿森纳
908,2005-12-03 23:00,布莱克本,0-2,埃弗顿
909,2005-12-03 20:45,利物浦,3-0,维冈
910,2005-12-13 04:00,热刺,3-1,朴茨茅
911,2005-12-11 23:59,曼联,1-1,埃弗顿
912,2005-12-11 01:15,纽卡斯,1-0,阿森纳
913,2005-12-10 23:00,西布罗姆,2-0,曼城
914,2005-12-10 23:00,切尔西,1-0,维冈
915,2005-12-10 23:00,查尔顿,2-0,桑德兰
916,2005-12-10 23:00,博尔顿,1-1,维拉
917,2005-12-10 23:00,布莱克本,3-2,西汉姆
918,2005-12-10 23:00,伯明翰,1-0,富勒姆
919,2005-12-10 20:45,利物浦,2-0,米德尔
920,2005-12-18 23:59,阿森纳,0-2,切尔西
921,2005-12-18 21:30,米德尔,3-3,热刺
922,2005-12-18 01:15,曼城,4-1,伯明翰
923,2005-12-17 23:30,西汉姆,2-4,纽卡斯
924,2005-12-17 23:00,维冈,3-0,查尔顿
925,2005-12-17 23:00,朴茨茅,1-0,西布罗姆
926,2005-12-17 23:00,富勒姆,2-1,布莱克本
927,2005-12-17 23:00,埃弗顿,0-4,博尔顿
928,2005-12-17 20:45,维拉,0-2,曼联
929,2005-12-01 03:45,桑德兰,0-2,利物浦
930,2005-12-27 01:15,维拉,4-0,埃弗顿
931,2005-12-26 23:00,维冈,4-3,曼城
932,2005-12-26 23:00,桑德兰,0-0,博尔顿
933,2005-12-26 23:00,朴茨茅,1-1,西汉姆
934,2005-12-26 23:00,米德尔,0-2,布莱克本
935,2005-12-26 23:00,曼联,3-0,西布罗姆
936,2005-12-26 23:00,利物浦,2-0,纽卡斯
937,2005-12-26 21:00,热刺,2-0,伯明翰
938,2005-12-26 21:00,切尔西,3-2,富勒姆
939,2005-12-26 20:45,查尔顿,0-1,阿森纳
940,2006-05-04 03:00,博尔顿,1-1,米德尔
941,2006-02-23 03:45,纽卡斯,0-0,查尔顿
942,2006-02-16 04:00,布莱克本,2-0,桑德兰
943,2005-12-29 04:00,埃弗顿,1-3,利物浦
944,2005-12-29 03:45,西汉姆,0-2,维冈
945,2005-12-29 03:45,西布罗姆,2-0,热刺
946,2005-12-29 03:45,曼城,0-1,切尔西
947,2005-12-29 03:45,富勒姆,3-3,维拉
948,2005-12-29 03:45,伯明翰,2-2,曼联
949,2005-12-29 03:45,阿森纳,4-0,朴茨茅
950,2005-12-31 23:00,维冈,0-3,布莱克本
951,2005-12-31 23:00,桑德兰,0-1,埃弗顿
952,2005-12-31 23:00,朴茨茅,1-0,富勒姆
953,2005-12-31 23:00,米德尔,0-0,曼城
954,2005-12-31 23:00,曼联,4-1,博尔顿
955,2005-12-31 23:00,利物浦,1-0,西布罗姆
956,2005-12-31 21:00,热刺,2-0,纽卡斯
957,2005-12-31 21:00,切尔西,2-0,伯明翰
958,2005-12-31 21:00,查尔顿,2-0,西汉姆
959,2005-12-31 20:45,维拉,0-0,阿森纳
960,2006-01-05 04:00,曼城,0-2,热刺
961,2006-01-04 04:00,阿森纳,0-0,曼联
962,2006-01-03 03:35,布莱克本,2-1,朴茨茅
963,2006-01-02 23:00,纽卡斯,2-2,米德尔
964,2006-01-02 23:00,富勒姆,2-1,桑德兰
965,2006-01-02 23:00,埃弗顿,3-1,查尔顿
966,2006-01-02 23:00,博尔顿,2-2,利物浦
967,2006-01-02 23:00,伯明翰,2-0,维冈
968,2006-01-02 20:45,西汉姆,1-3,切尔西
969,2006-01-02 20:00,西布罗姆,1-2,维拉
970,2006-01-15 23:59,桑德兰,1-2,切尔西
971,2006-01-15 21:30,维冈,0-1,西布罗姆
972,2006-01-15 01:15,布莱克本,0-0,博尔顿
973,2006-01-14 23:00,朴茨茅,0-1,埃弗顿
974,2006-01-14 23:00,利物浦,1-0,热刺
975,2006-01-14 23:00,富勒姆,1-0,纽卡斯
976,2006-01-14 23:00,查尔顿,2-0,伯明翰
977,2006-01-14 23:00,维拉,1-2,西汉姆
978,2006-01-14 23:00,阿森纳,7-0,米德尔
979,2006-01-14 20:45,曼城,3-1,曼联
980,2006-01-24 04:00,西汉姆,2-1,富勒姆
981,2006-01-22 23:59,曼联,1-0,利物浦
982,2006-01-22 21:30,切尔西,1-1,查尔顿
983,2006-01-22 01:15,西布罗姆,0-1,桑德兰
984,2006-01-21 23:00,米德尔,2-3,维冈
985,2006-01-21 23:00,热刺,0-0,维拉
986,2006-01-21 23:00,纽卡斯,0-1,布莱克本
987,2006-01-21 23:00,博尔顿,2-0,曼城
988,2006-01-21 23:00,伯明翰,5-0,朴茨茅
989,2006-01-21 20:45,埃弗顿,1-0,阿森纳
990,2006-02-02 04:00,布莱克本,4-3,曼联
991,2006-02-02 04:00,利物浦,1-1,伯明翰
992,2006-02-02 04:00,阿森纳,2-3,西汉姆
993,2006-02-02 03:45,曼城,3-0,纽卡斯
994,2006-02-02 03:45,维拉,1-1,切尔西
995,2006-02-02 03:45,朴茨茅,1-1,博尔顿
996,2006-02-01 04:00,富勒姆,1-0,热刺
997,2006-02-01 04:00,维冈,1-1,埃弗顿
998,2006-02-01 04:00,查尔顿,0-0,西布罗姆
999,2006-02-01 03:45,桑德兰,0-3,米德尔
1000,2006-02-05 23:59,切尔西,2-0,利物浦
1001,2006-02-05 21:30,热刺,3-1,查尔顿
